"","Species","taxon","male_mass","female_mass","male_wing","female_wing","male_tarsus","female_tarsus","male_bill","female_bill","female","male","family","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Kipps.Distance","Hand-Wing.Index","Tail.Length","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","min_elev","max_elev","species","mean_hct_female","mean_hct_male","sd_hct_female","sd_hct_male","mean_hb_female","mean_hb_male","sd_hb_female","sd_hb_male","SSDI_hct","SSDI_hb","max_sample_elev","mean_sample_elev","min_sample_elev","SSDI_mass","SSDI_bill","SSDI_wing","SSDI_tarsus"
"5229",NA,"Certhiaxis cinnamomeus",14.5,16,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",15.8,10.9,3,3.4,18.5,7.9,13.4,62.2,"Wetland",2,1,"Carnivore","Invertivore",-35.43,12.63,-12.34,-54.25,8364757.31,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09375,NA,NA,NA
"5230",NA,"Dendrexetastes rufigula",64,70,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",33.7,22.7,8.5,9.2,23.6,15.5,14.7,104,"Forest",1,1,"Carnivore","Invertivore",-16.97,8.01,-5.51,-64.14,3670234,0,1100,"Dendrexetastes rufigula",NA,0.47804,NA,NA,NA,17.2,NA,NA,NA,NA,318,318,318,-0.0857142857142857,NA,NA,NA
"5231",NA,"Dendrocincla anabatina",38.1,31.375,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",24.8,16.4,6,6.2,23.6,19.4,20.1,78.5,"Forest",1,1,"Carnivore","Invertivore",8.03,21.26,16.57,-89.22,378885,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214342629482072,NA,NA,NA
"5232",NA,"Dendrocincla fuliginosa",44.3,36.55,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",29.9,20,6.4,6.6,24.7,18.9,18.3,86.7,"Forest",1,1,"Carnivore","Invertivore",-17.42,15.75,-3.3,-62.98,8483632.64,0,1800,"Dendrocincla fuliginosa",0.508845713,0.466316929666667,0.0560211000420833,0.168251023096208,16.45,20,1.62634559672906,1.55563491861041,-0.0835789361034341,0.21580547112462,1873,771.333333333333,363,0.21203830369357,NA,NA,NA
"5233",NA,"Dendrocincla homochroa",45.3,36.8,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",24.6,17,5.2,6,24.7,17.6,17.7,79.6,"Forest",1,1,"Carnivore","Invertivore",6.79,21.62,15.06,-86.66,492694.51,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230978260869565,NA,NA,NA
"5234",NA,"Dendrocincla merula",57,49.5,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",24.4,17.8,5.8,5.9,24.7,20.5,20.3,80,"Forest",1,1,"Carnivore","Invertivore",-16.98,7.33,-2.96,-62.46,5359264.18,0,500,"Dendrocincla merula",0.5432953775,0.58275393025,0.00616144069879961,0.0814077961310471,NA,19.4666666666667,NA,2.68390263112009,0.0726281768336967,NA,350,321,283,0.151515151515152,NA,NA,NA
"5235",NA,"Dendrocincla turdina",44.3,36.55,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",28.1,18,6.6,7.4,22.4,20.1,19.4,81.6,"Forest",1,1,"Carnivore","Invertivore",-29.58,-12.17,-22.57,-48.23,1193430.6,0,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21203830369357,NA,NA,NA
"5236",NA,"Dendrocolaptes picumnus",83.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",40.5,28.4,8.3,8.3,28.5,23.3,17.7,121.7,"Forest",1,1,"Carnivore","Invertivore",-27.03,17.18,-4.18,-64.56,5749616.39,NA,NA,"Dendrocolaptes picumnus",0.457719338,0.506360191,NA,0.0231892945102317,NA,NA,NA,NA,0.10626785665761,NA,995,805.5,307,-0.0972972972972973,NA,NA,NA
"5237",NA,"Dendroplex kienerii",38.15,41,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",29.9,21,4.9,6.4,20.6,17.9,18.1,86.7,"Forest",1,1,"Carnivore","Invertivore",-10.93,1.78,-4.18,-63.83,237821.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0695121951219513,NA,NA,NA
"5238",NA,"Dendroplex picus",38.15,41,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",28.6,22.6,4.8,6.5,20.7,18,17.8,83.4,"Forest",2,1,"Carnivore","Invertivore",-21.87,12.46,-4.68,-59.42,9856567.73,0,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0695121951219513,NA,NA,NA
"5239",NA,"Drymornis bridgesii",78,110,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",72.5,61.4,5.3,6.9,33.2,20.6,15.2,114.8,"Woodland",2,1,"Carnivore","Invertivore",-38.84,-19.03,-29.58,-61.55,1433240.56,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.290909090909091,NA,NA,NA
"5240",NA,"Glyphorynchus spirurus",14,13.5,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",13.7,9.7,4.4,4.2,16.5,16.4,23.9,66,"Forest",1,1,"Carnivore","Invertivore",-19.49,18.66,-2.41,-64.51,7368285.07,0,2000,"Glyphorynchus spirurus",0.548158184166667,0.497784715875,0.0355760617688225,0.0662523498272865,19.1,17.94,0.565685424949239,4.10402241709277,-0.0918958609880951,-0.0607329842931937,1740,749.333333333333,297,0.037037037037037,NA,NA,NA
"5241",NA,"Hylocryptus erythrocephalus",44.8,48.2,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",32.2,21.1,4.8,6.7,27.2,8.2,9.1,87.4,"Woodland",2,2,"Carnivore","Invertivore",-6.57,-1.06,-4.46,-80.05,18640,0,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.070539419087137,NA,NA,NA
"5242",NA,"Lepidocolaptes affinis",35.4,34.6,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",31.4,23.5,4.2,5.5,20.7,25.3,23,100.7,"Forest",1,1,"Carnivore","Invertivore",8.49,25.62,16.43,-92.29,250182.51,1200,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231213872832369,NA,NA,NA
"5243",NA,"Lepidocolaptes lacrymiger",35.4,34.6,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",30.5,21,4.6,5.5,19.6,25.2,23.8,95.2,"Forest",1,1,"Carnivore","Invertivore",-18.57,11.22,-2.59,-74.25,360596.48,NA,NA,"Lepidocolaptes lacrymiger",0.534322259,0.53854541,0.0536716941993635,0.0330321540600619,18.175,18.56,0.846069343099803,0.74027022093287,0.00790375270516296,0.0211829436038513,2858,2364.18181818182,1395,0.0231213872832369,NA,NA,NA
"5244",NA,"Margarornis squamiger",18.1,18.2,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",15.3,7.4,3.2,3.6,20.1,14.2,19,74.6,"Forest",1,1,"Carnivore","Invertivore",-17.85,10.78,-3.19,-74.66,469622.44,1500,3800,"Margarornis squamiger",0.525249170875,0.539522018125,0.0318578233120188,0.0964854616739001,18.8375,19.2153846153846,1.25804553630962,2.49460957327533,0.0271734788771265,0.0200602317390639,3222,2686.20833333333,2120,-0.00549450549450538,NA,NA,NA
"5245",NA,"Ochetorhynchus phoenicurus",31.55,28.775,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",22.6,15.5,3.3,4.2,22.2,10,13.9,71.9,"Shrubland",3,1,"Carnivore","Invertivore",-52.3,-38.37,-43.85,-68.25,525155.51,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0964378801042572,NA,NA,NA
"5246",NA,"Pseudoseisura lophotes",76.5,69.3,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",24.6,17.7,5.3,7.1,33.5,18.4,15.6,106.5,"Woodland",2,1,"Carnivore","Invertivore",-41.05,-18.3,-29.79,-62.21,1313911,0,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103896103896104,NA,NA,NA
"5247",NA,"Roraimia adusta",15.4,16.35,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",14.1,9.3,3,3.5,20.9,9.1,14.4,63,"Forest",1,1,"Carnivore","Invertivore",2.66,6.48,5.12,-62.9,71553.86,1000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0581039755351683,NA,NA,NA
"5248",NA,"Schoeniophylax phryganophilus",18.9,19.4,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",13.5,8.4,3.1,3.9,21.7,9.4,15.1,109.3,"Shrubland",2,1,"Carnivore","Invertivore",-35.59,-4.51,-23.86,-57.37,2565832.93,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0257731958762887,NA,NA,NA
"5249",NA,"Sclerurus albigularis",32.5,33.9,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",22.9,15.9,4,4.8,21.3,15.5,17.5,63.5,"Forest",1,1,"Carnivore","Invertivore",-18.89,11.35,-6.68,-70.25,522646.45,NA,NA,"Sclerurus albigularis",0.500847663,NA,NA,NA,15.2,NA,NA,NA,NA,NA,1621,1621,1621,-0.0412979351032448,NA,NA,NA
"5250",NA,"Sittasomus griseicapillus",12.8,12.125,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",16.2,10.7,4,3.7,17.2,17.1,22.1,78.1,"Forest",1,1,"Carnivore","Invertivore",-32.79,23.93,-8.7,-59.48,12103908.47,0,2300,"Sittasomus griseicapillus",NA,0.584660767,NA,NA,NA,19.1,NA,NA,NA,NA,1226,1226,1226,0.0556701030927836,NA,NA,NA
"5251",NA,"Synallaxis albescens",14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",13,8.1,3.1,3.7,19.2,7.4,13.8,76.7,"Grassland",2,1,"Carnivore","Invertivore",-38.54,12.46,-12.31,-55.82,9891841.77,0,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"5252",NA,"Synallaxis albilora",18.5,18,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",14.4,9.4,3.2,3.9,22.2,7.6,12.1,75.5,"Shrubland",2,1,"Carnivore","Invertivore",-22.55,-15.06,-18.2,-56.22,218221.06,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277777777777778,NA,NA,NA
"5253",NA,"Synallaxis cinnamomea",17.6,17,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",14.4,9.3,3.8,4.1,20.2,6.1,11.6,66,"Woodland",1,1,"Carnivore","Invertivore",4.15,11.35,7.87,-70.44,85347.41,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352941176470589,NA,NA,NA
"5254",NA,"Synallaxis gujanensis",18.5,18,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",15.6,9.8,3.4,4.1,21.8,5.5,9.2,72.4,"Forest",2,1,"Carnivore","Invertivore",-18.6,9.27,-5.65,-61.83,4483149.18,0,1300,"Synallaxis gujanensis",0.512668409,0.572140533333333,NA,0.00469076659661919,17.2,20.95,NA,0.0707106781186558,0.116005049831993,0.218023255813953,1395,1041,875,0.0277777777777778,NA,NA,NA
"5255",NA,"Synallaxis maranonica",18.5,18,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",15.8,10.2,3,4,21.9,6.2,10,69.4,"Woodland",1,1,"Carnivore","Invertivore",-5.92,-4.52,-5.39,-78.75,4053.01,450,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277777777777778,NA,NA,NA
"5256",NA,"Synallaxis rutilans",16.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",14.9,9.1,3.3,4.3,19.5,7.2,12.2,70,"Forest",1,1,"Carnivore","Invertivore",-15.89,8.29,-3.71,-63.09,5856806.86,0,1200,"Synallaxis rutilans",0.5026537815,0.32589427,0.0498895689287602,NA,NA,NA,NA,NA,-0.351652604646723,NA,312,303,290,-0.0571428571428571,NA,NA,NA
"5257",NA,"Syndactyla roraimae",26.95,27.925,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",20,12,4.1,5.4,21.1,12.3,15.4,84.2,"Forest",1,1,"Carnivore","Invertivore",0.72,6.18,4.84,-63.95,99093.77,1100,2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0349149507609669,NA,NA,NA
"5258",NA,"Tarphonomus certhioides",21.35,22.475,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",26.2,17.9,3.5,4.6,21,10.2,14.3,76.6,"Shrubland",2,1,"Carnivore","Invertivore",-38.15,-18.36,-28.55,-63.47,1267589.78,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.050055617352614,NA,NA,NA
"5259",NA,"Tarphonomus harterti",24.9,22.85,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",29,17.9,3.3,4.4,20.8,7.3,11,75,"Shrubland",2,1,"Carnivore","Invertivore",-21.84,-15.7,-18.71,-64.89,70447.43,1430,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0897155361050327,NA,NA,NA
"5260",NA,"Upucerthia dumetaria",49.5,48.3125,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",32.7,26.7,3.8,4.8,25.4,24.1,24.1,83.3,"Shrubland",3,1,"Carnivore","Invertivore",-54.53,-16.19,-35.87,-67.95,1947260.6,0,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245795601552393,NA,NA,NA
"5261",NA,"Upucerthia saturatior",49.5,48.3125,NA,NA,NA,NA,NA,NA,NA,NA,"Furnariidae",32.2,24.1,4,4.8,24,22.5,23.2,80.4,"Forest",2,1,"Carnivore","Invertivore",-43.83,-36.75,-39.35,-71.76,121803.39,0,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245795601552393,NA,NA,NA
"5262",NA,"Xiphorhynchus flavigaster",47.65,39.775,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",41.8,30.3,5.6,8,23.1,20.7,18.2,102,"Forest",1,1,"Carnivore","Invertivore",9.8,28.51,18.03,-93.88,767413.14,0,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197988686360779,NA,NA,NA
"5263",NA,"Xiphorhynchus guttatus",50.1,45,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",40.8,29.7,6.3,8.5,24.6,19.3,16.7,106.6,"Forest",1,1,"Carnivore","Invertivore",-23.04,10.25,-5.97,-59.86,8330683.7,0,1250,"Xiphorhynchus guttatus",0.4591615522,0.506424472,0.116103599926764,0.0626492495356331,18.6333333333333,19.3333333333333,1.85022521151706,3.67740850781271,0.1029330952767,0.037567084078712,715,405.636363636364,303,0.113333333333333,NA,NA,NA
"5264",NA,"Xiphorhynchus pardalotus",37,32.3,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",34.2,26.1,5.7,6.6,21.4,21.2,20.8,87.4,"Forest",1,1,"Carnivore","Invertivore",-3.34,8.46,2.6,-59.26,1710329.56,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145510835913313,NA,NA,NA
"5265",NA,"Xiphorhynchus susurrans",50.1,45,NA,NA,NA,NA,NA,NA,NA,NA,"Dendrocolaptidae",36,27.2,5.4,7,23.9,18.1,17.8,88.6,"Forest",1,1,"Carnivore","Invertivore",2.99,16.03,9.59,-76.11,640926.31,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113333333333333,NA,NA,NA
"5266",NA,"Grallaria quitensis",66.4,64.6,NA,NA,NA,NA,NA,NA,NA,NA,"Formicariidae",26,14.8,6.3,7.5,47,7.4,7.7,54.9,"Shrubland",2,1,"Carnivore","Invertivore",-8.21,7.31,1.34,-76.28,117313.46,2200,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278637770897835,NA,NA,NA
"5267",NA,"Grallaria ridgelyi",191,167,NA,NA,NA,NA,NA,NA,NA,NA,"Formicariidae",32,20.4,9.2,12.4,68.6,10.7,8.3,53.6,"Forest",1,1,"Carnivore","Invertivore",-4.95,-4.24,-4.48,-79.07,120.44,2300,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143712574850299,NA,NA,NA
"5268",NA,"Hylopezus auricularis",43,38,NA,NA,NA,NA,NA,NA,NA,NA,"Formicariidae",23.4,13.7,5.2,6.1,39.2,8.2,9.4,38.8,"Forest",1,1,"Carnivore","Invertivore",-11.12,-10.93,-11.03,-66.15,185.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131578947368421,NA,NA,NA
"5269",NA,"Cecropis abyssinica",18.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166666666666667,NA,NA,NA
"5270",NA,"Cecropis cucullata",27,25.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0650887573964496,NA,NA,NA
"5271",NA,"Cecropis daurica",21.55,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072139303482587,NA,NA,NA
"5272",NA,"Cecropis domicella",21.55,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072139303482587,NA,NA,NA
"5273",NA,"Cecropis hyperythra",21.55,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072139303482587,NA,NA,NA
"5274",NA,"Cecropis semirufa",30.9,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047457627118644,NA,NA,NA
"5275",NA,"Cecropis senegalensis",46,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0526315789473684,NA,NA,NA
"5276",NA,"Delichon urbicum",19.2,19.85,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",10.7,4.8,3.7,2.9,11.3,58.9,54.3,61.3,"Human Modified",3,3,"Carnivore","Invertivore",28.02,71.72,55.04,76.12,26299672.09,0,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0327455919395467,NA,NA,NA
"5277",NA,"Hirundo aethiopica",14,15.3,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",11.3,5.3,3.8,2.4,10.8,56.9,54.5,60.2,"Grassland",3,1,"Carnivore","Invertivore",-10.52,18.68,9.55,25.14,4764528.41,0,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084967320261438,NA,NA,NA
"5278",NA,"Hirundo angolensis",15.6,18,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",12.3,6.1,3.6,2.6,11.1,62.8,53.9,58,"Grassland",3,1,"Carnivore","Invertivore",-15.58,2.88,-5.44,27.22,1666808.13,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133333333333333,NA,NA,NA
"5279",NA,"Hirundo nigrita",18.9,18.9,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",12.6,6.1,4,3,10.6,59.1,55.4,44.6,"Wetland",2,1,"Carnivore","Invertivore",-11.7,9.92,-0.47,15.5,4040980.58,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"5280",NA,"Hirundo nigrorufa",14.5,14,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",9.3,4.8,3.3,2.3,10.2,55.3,51.8,59.5,"Grassland",3,2,"Carnivore","Invertivore",-15.83,-8.04,-10.97,22.53,581101.75,146,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0357142857142857,NA,NA,NA
"5281",NA,"Hirundo rustica",18.8,18.45,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",12.4,6,4.5,2.7,11.7,62.3,52.6,71.4,"Human Modified",3,3,"Carnivore","Invertivore",-37.53,71.13,47.56,34.57,51701054.06,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0189701897018971,NA,NA,NA
"5282",NA,"Hirundo smithii",12.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",11.5,5.2,3.3,2.3,9.8,64.8,58.4,83.2,"Shrubland",3,2,"Carnivore","Invertivore",-29.81,38.77,6.49,41.98,15137552.43,0,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015873015873016,NA,NA,NA
"5283",NA,"Notiochelidon cyanoleuca",13.15,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0739436619718309,NA,NA,NA
"5284",NA,"Petrochelidon ariel",10.875,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0376106194690266,NA,NA,NA
"5285",NA,"Petrochelidon fulva",18.5,17.7,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",10.5,5.6,4.6,3.2,12.5,54.1,52.6,48.2,"Grassland",3,2,"Carnivore","Invertivore",15.41,34.28,25.71,-95.22,988239.6,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451977401129944,NA,NA,NA
"5286",NA,"Petrochelidon preussi",12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142857142857143,NA,NA,NA
"5287",NA,"Petrochelidon pyrrhonota",23.9,24.2,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",11.3,5.9,4.5,3,12.6,54.2,49,49.2,"Grassland",3,3,"Carnivore","Invertivore",16.24,66.98,46.7,-108.51,11994340.08,0,2770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0123966942148761,NA,NA,NA
"5288",NA,"Petrochelidon rufocollaris",18.5,17.7,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",9.7,5.3,3.8,2.9,11.2,49.1,50.1,50.1,"Human Modified",3,2,"Carnivore","Invertivore",-12.4,-0.59,-5.17,-79.84,109832.36,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451977401129944,NA,NA,NA
"5289",NA,"Petrochelidon spilodera",20.4,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0144927536231884,NA,NA,NA
"5290",NA,"Phedina borbonica",22.1,20.3,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",11.3,6.2,4,3,12.5,57.8,51.5,58.5,"Forest",3,2,"Carnivore","Invertivore",-25.61,-11.95,-19.4,46.77,595253.95,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0886699507389163,NA,NA,NA
"5291",NA,"Progne chalybea",41.5,41,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",15.3,7.8,5.6,4.5,13.5,69.2,54.8,66.4,"Shrubland",2,1,"Carnivore","Invertivore",-38.84,25.35,-9.09,-60.79,15629572.14,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121951219512195,NA,NA,NA
"5292",NA,"Progne subis",51.75,50.55,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",16.8,9.4,5.9,4.8,15,76.6,52,72.4,"Forest",2,1,"Carnivore","Invertivore",20.26,57.1,39.33,-93.05,5698973.38,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0237388724035609,NA,NA,NA
"5293",NA,"Progne tapera",35.4,34.8,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",15.8,8.1,6,4.5,13.2,63.4,49.3,62.7,"Grassland",3,1,"Carnivore","Invertivore",-39.04,12.46,-15.64,-57.17,8235521.18,0,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0172413793103449,NA,NA,NA
"5294",NA,"Psalidoprocne albiceps",11.7,10.6,NA,NA,NA,NA,NA,NA,NA,NA,"Hirundinidae",9.8,3.5,2.7,2.2,10,45.2,44.6,67.6,"Forest",2,3,"Carnivore","Invertivore",-12.79,4.57,-3.96,31.81,1147033.42,500,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10377358490566,NA,NA,NA
